INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (1, NULL, 9, NULL, 202.80, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (92, 68, NULL, NULL, 442.78, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (93, 59, NULL, 18, 869.85, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (93, NULL, 6, 15, 1043.18, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (93, 116, NULL, NULL, 429.40, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (94, NULL, 2, NULL, 4099.22, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (95, 139, NULL, NULL, 1044.10, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (95, 141, NULL, NULL, 880.22, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (96, 130, NULL, 11, 993.77, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (96, NULL, 7, NULL, 244.70, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (97, 29, NULL, 6, 4251.24, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (98, NULL, 12, NULL, 613.33, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (99, 55, NULL, 15, 450.06, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (100, NULL, 3, 6, 202.64, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (100, 138, NULL, NULL, 853.88, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (100, 133, NULL, 8, 610.36, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (101, NULL, 8, NULL, 99.17, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (101, NULL, 3, NULL, 78.15, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (101, NULL, 4, NULL, 186.12, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (102, NULL, 6, NULL, 4116.69, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (103, NULL, 10, 8, 484.88, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (104, 36, NULL, NULL, 3461.49, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (105, 162, NULL, NULL, 268.32, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (105, 99, NULL, NULL, 282.07, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (106, NULL, 13, NULL, 1611.56, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (107, NULL, 6, 15, 560.49, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (108, 133, NULL, NULL, 656.14, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (108, 52, NULL, NULL, 641.68, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (109, NULL, 6, NULL, 949.16, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (110, 60, NULL, NULL, 618.18, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (110, NULL, 18, NULL, 958.78, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (111, NULL, 17, NULL, 639.19, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (112, 140, NULL, NULL, 516.47, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (112, NULL, 12, 18, 165.45, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (113, 142, NULL, NULL, 802.34, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (114, NULL, 5, 18, 123.14, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (114, 43, NULL, NULL, 118.94, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (114, NULL, 5, NULL, 88.35, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (115, 39, NULL, 13, 2292.36, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (115, NULL, 4, 12, 550.11, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (116, 67, NULL, 12, 968.83, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (116, 130, NULL, 7, 230.17, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (116, NULL, 20, NULL, 384.53, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (117, 110, NULL, NULL, 1498.63, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (117, 99, NULL, NULL, 403.39, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (118, 127, NULL, 10, 1329.63, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (119, 55, NULL, NULL, 1132.80, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (119, NULL, 12, NULL, 244.19, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (119, 129, NULL, NULL, 281.29, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (120, 116, NULL, NULL, 2324.73, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (121, 96, NULL, NULL, 1147.73, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (122, 115, NULL, NULL, 658.31, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (123, NULL, 10, NULL, 250.49, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (123, NULL, 20, NULL, 374.81, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (124, 122, NULL, 17, 432.61, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (124, 15, NULL, NULL, 559.17, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (124, NULL, 17, NULL, 1723.46, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (125, NULL, 3, NULL, 551.59, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (125, NULL, 18, NULL, 1360.56, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (125, 68, NULL, 9, 1256.99, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (126, NULL, 14, NULL, 599.61, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (126, 114, NULL, NULL, 1036.91, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (126, NULL, 7, NULL, 514.05, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (127, NULL, 18, NULL, 333.32, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (127, 7, NULL, NULL, 474.19, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (128, 9, NULL, NULL, 865.74, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (129, NULL, 18, NULL, 4704.53, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (130, NULL, 8, NULL, 296.67, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (130, NULL, 6, NULL, 407.68, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (131, NULL, 19, NULL, 232.90, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (131, 7, NULL, 7, 200.75, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (131, NULL, 6, NULL, 589.65, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (132, 72, NULL, 5, 1590.15, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (132, NULL, 11, NULL, 431.57, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (133, NULL, 10, NULL, 340.08, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (133, 81, NULL, NULL, 84.78, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (133, NULL, 11, NULL, 173.00, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (134, NULL, 1, NULL, 153.61, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (134, NULL, 20, 15, 109.73, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (134, 108, NULL, 5, 184.44, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (135, NULL, 4, NULL, 1302.66, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (135, 59, NULL, NULL, 420.17, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (136, 142, NULL, 15, 422.90, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (136, NULL, 20, NULL, 158.38, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (136, 166, NULL, 11, 141.34, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (137, NULL, 8, NULL, 554.85, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (138, 42, NULL, NULL, 386.02, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (138, 90, NULL, NULL, 251.28, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (138, NULL, 12, NULL, 203.95, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (139, 22, NULL, NULL, 922.05, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (139, 96, NULL, NULL, 479.84, 3);
